,team1,home_away,team2,week,Game_Number,win1?,OT,points_1,points_2,point_differential,combined_points,spread,team1_covered_spread?,over_under,over_under_result?,pass_completions1,pass_attempts1,completion_percentage1,passing_yards1,passing_touchdowns1,interceptions1,times_sacked1,sack_yards_lost1,qbr1,rushing_attempts1,rushing_yards1,rushing_yards_per_attempt1,rushing_touchdowns1,total_yards1,offensive_plays1,yards_per_play_offense1,defensive_plays1,yards_allowed_per_defensive_play1,turnovers_lost1,time_of_possession1,pass_completions2,pass_attempts2,completion_percentage2,passing_yards2,passing_touchdowns2,interceptions2,times_sacked2,sack_yards_lost2,qbr2,rushing_attempts2,rushing_yards2,rushing_yards_per_attempt2,rushing_touchdowns2,total_yards2,turnovers2,penalty_yards1,penalty_yards2,Total_TD1,XPA_1,XPM_1,FGA1,FGM1,Sfty1,Total_TD2,XPA2,XPM2,FGA2,FGM2,Sfty2,game_date_time,time_of_possession2,team2_covered_spread?,offensive_plays2,yards_per_play_offense2,defensive_plays2,yards_allowed_per_defensive_play2,passing_yards_per_attempt1,passing_yards_per_attempt2
148,CAR,Away,SFO,8.0,7.0,-1.0,0.0,13.0,51.0,-38.0,64.0,4.5,0.0,41.0,1.0,19.0,37.0,51.4,100.0,0.0,3.0,7.0,58.0,23.6,19.0,130.0,6.84,1.0,230.0,63.0,3.6508,63.0,6.1587,3.0,0.44972222222222225,18.0,22.0,81.8,156.0,2.0,1.0,3.0,19.0,107.6,38.0,232.0,6.11,5.0,388.0,1.0,70.0,31.0,1.0,0.0,0.0,1.0,1.0,1.0,7.0,6.0,6.0,1.0,1.0,0.0,2019-10-27 04:05:00,0.5502777777777778,1.0,63.0,6.158730158730159,63.0,3.6507936507936507,2.7027027027027026,7.090909090909091
149,CIN,Away,LAR,8.0,8.0,-1.0,0.0,10.0,24.0,-14.0,34.0,12.0,0.0,48.5,-1.0,32.0,52.0,61.5,297.0,1.0,0.0,5.0,32.0,83.6,22.0,104.0,4.73,0.0,401.0,79.0,5.0759,57.0,8.2456,0.0,0.5452777777777778,17.0,31.0,54.8,372.0,2.0,0.0,0.0,0.0,119.3,26.0,98.0,3.77,1.0,470.0,0.0,40.0,59.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,1.0,1.0,0.0,2019-10-27 01:00:00,0.45472222222222225,1.0,57.0,8.24561403508772,79.0,5.075949367088608,5.711538461538462,12.0
150,CLE,Away,NWE,8.0,7.0,-1.0,0.0,13.0,27.0,-14.0,40.0,9.5,0.0,43.0,-1.0,20.0,31.0,64.5,151.0,1.0,1.0,5.0,43.0,73.5,22.0,159.0,7.23,0.0,310.0,58.0,5.3448,66.0,4.8182,3.0,0.4625,20.0,36.0,55.6,239.0,2.0,0.0,3.0,20.0,94.6,27.0,79.0,2.93,0.0,318.0,0.0,85.0,32.0,1.0,1.0,1.0,2.0,2.0,0.0,3.0,3.0,3.0,4.0,2.0,0.0,2019-10-27 04:25:00,0.5375,1.0,66.0,4.818181818181818,58.0,5.344827586206897,4.870967741935484,6.638888888888889
151,ARI,Away,NOR,8.0,8.0,-1.0,0.0,9.0,31.0,-22.0,40.0,12.5,0.0,47.5,-1.0,19.0,34.0,55.9,197.0,0.0,0.0,4.0,23.0,72.8,11.0,40.0,3.64,0.0,237.0,49.0,4.8367,72.0,7.0833,0.0,0.3669444444444444,34.0,43.0,79.1,373.0,3.0,1.0,0.0,0.0,116.4,29.0,137.0,4.72,1.0,510.0,1.0,35.0,15.0,0.0,0.0,0.0,3.0,3.0,0.0,4.0,4.0,4.0,2.0,1.0,0.0,2019-10-27 01:00:00,0.6330555555555556,1.0,72.0,7.083333333333333,49.0,4.836734693877551,5.794117647058823,8.674418604651162
152,DEN,Away,IND,8.0,8.0,-1.0,0.0,13.0,15.0,-2.0,28.0,6.0,1.0,41.0,-1.0,20.0,32.0,62.5,166.0,0.0,0.0,3.0,8.0,75.8,28.0,113.0,4.04,1.0,279.0,63.0,4.4286,60.0,5.3,0.0,0.5122222222222222,15.0,25.0,60.0,191.0,0.0,0.0,4.0,11.0,83.9,31.0,127.0,4.1,1.0,318.0,1.0,88.0,103.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0,4.0,3.0,0.0,2019-10-27 01:00:00,0.48777777777777775,0.0,60.0,5.3,63.0,4.428571428571429,5.1875,7.64
153,KAN,Home,GNB,8.0,8.0,-1.0,0.0,24.0,31.0,-7.0,55.0,5.0,0.0,48.0,1.0,24.0,36.0,66.7,249.0,2.0,0.0,2.0,18.0,105.0,20.0,88.0,4.4,1.0,337.0,58.0,5.8103,64.0,5.8438,1.0,0.4463888888888889,23.0,33.0,69.7,256.0,3.0,0.0,5.0,49.0,122.8,26.0,118.0,4.54,1.0,374.0,0.0,30.0,25.0,3.0,3.0,3.0,2.0,1.0,0.0,4.0,4.0,4.0,1.0,1.0,0.0,2019-10-27 08:20:00,0.553611111111111,1.0,64.0,5.84375,58.0,5.810344827586207,6.916666666666667,7.757575757575758
154,NYG,Away,DET,8.0,8.0,-1.0,0.0,26.0,31.0,-5.0,57.0,6.5,1.0,49.0,1.0,28.0,41.0,68.3,290.0,4.0,0.0,3.0,32.0,121.0,24.0,80.0,3.33,0.0,370.0,68.0,5.4412,61.0,6.1475,1.0,0.5130555555555556,25.0,32.0,78.1,316.0,3.0,1.0,4.0,26.0,126.0,25.0,59.0,2.36,0.0,375.0,2.0,44.0,75.0,4.0,3.0,2.0,0.0,0.0,0.0,4.0,4.0,4.0,2.0,1.0,0.0,2019-10-27 01:00:00,0.4869444444444444,0.0,61.0,6.147540983606557,68.0,5.4411764705882355,7.073170731707317,9.875
155,NYJ,Away,JAX,8.0,7.0,-1.0,0.0,15.0,29.0,-14.0,44.0,7.0,0.0,39.5,1.0,21.0,30.0,70.0,167.0,2.0,3.0,8.0,51.0,66.2,14.0,46.0,3.29,0.0,213.0,52.0,4.0962,70.0,5.5571,3.0,0.4441666666666667,22.0,34.0,64.7,278.0,3.0,0.0,2.0,1.0,119.5,34.0,111.0,3.26,0.0,389.0,1.0,83.0,70.0,2.0,1.0,1.0,0.0,0.0,0.0,3.0,3.0,2.0,3.0,3.0,0.0,2019-10-27 01:00:00,0.5558333333333333,1.0,70.0,5.557142857142857,52.0,4.096153846153846,5.566666666666666,8.176470588235293
156,PHI,Away,BUF,8.0,8.0,1.0,0.0,31.0,13.0,18.0,44.0,1.0,1.0,39.5,1.0,17.0,24.0,70.8,153.0,1.0,0.0,3.0,19.0,101.6,41.0,218.0,5.32,3.0,371.0,68.0,5.4559,58.0,4.3621,1.0,0.5991666666666667,16.0,34.0,47.1,155.0,2.0,0.0,4.0,14.0,79.9,20.0,98.0,4.9,0.0,253.0,1.0,44.0,57.0,4.0,3.0,2.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,2019-10-27 01:00:00,0.40083333333333326,0.0,58.0,4.362068965517241,68.0,5.455882352941177,6.375,4.5588235294117645
157,OAK,Away,HOU,8.0,7.0,-1.0,0.0,24.0,27.0,-3.0,51.0,5.0,1.0,52.0,-1.0,18.0,30.0,60.0,285.0,3.0,0.0,0.0,0.0,125.0,23.0,93.0,4.04,0.0,378.0,53.0,7.1321,74.0,5.2432,0.0,0.4019444444444445,27.0,39.0,69.2,258.0,3.0,0.0,3.0,21.0,113.0,32.0,130.0,4.06,0.0,388.0,0.0,100.0,50.0,3.0,3.0,3.0,1.0,1.0,0.0,3.0,3.0,3.0,2.0,2.0,0.0,2019-10-27 04:25:00,0.5980555555555556,0.0,74.0,5.243243243243243,53.0,7.132075471698113,9.5,6.615384615384615
158,LAC,Away,CHI,8.0,8.0,1.0,0.0,17.0,16.0,1.0,33.0,3.5,1.0,41.0,-1.0,19.0,29.0,65.5,195.0,1.0,1.0,1.0,6.0,81.8,12.0,36.0,3.0,1.0,231.0,42.0,5.5,77.0,5.039,1.0,0.36666666666666664,23.0,35.0,65.7,226.0,0.0,1.0,4.0,27.0,71.8,38.0,162.0,4.26,1.0,388.0,2.0,53.0,42.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,5.0,3.0,0.0,2019-10-27 01:00:00,0.6333333333333333,0.0,77.0,5.038961038961039,42.0,5.5,6.724137931034483,6.457142857142857
159,TAM,Away,TEN,8.0,7.0,-1.0,0.0,23.0,27.0,-4.0,50.0,2.0,0.0,45.5,1.0,21.0,43.0,48.8,283.0,2.0,2.0,3.0,18.0,66.3,30.0,106.0,3.53,0.0,389.0,76.0,5.1184,57.0,4.3158,4.0,0.5261111111111112,21.0,33.0,63.6,174.0,3.0,0.0,3.0,19.0,107.4,21.0,72.0,3.43,0.0,246.0,1.0,87.0,77.0,2.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,3.0,2.0,2.0,0.0,2019-10-27 01:00:00,0.4738888888888888,1.0,57.0,4.315789473684211,76.0,5.118421052631579,6.5813953488372094,5.2727272727272725
160,WAS,Away,MIN,8.0,8.0,-1.0,0.0,9.0,19.0,-10.0,28.0,16.5,1.0,42.0,-1.0,15.0,21.0,71.4,131.0,0.0,1.0,4.0,32.0,67.8,16.0,85.0,5.31,0.0,216.0,41.0,5.2683,67.0,6.4776,2.0,0.39,23.0,26.0,88.5,273.0,0.0,0.0,3.0,12.0,110.4,38.0,161.0,4.24,1.0,434.0,1.0,46.0,74.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,1.0,1.0,4.0,4.0,0.0,2019-10-24 08:20:00,0.61,0.0,67.0,6.477611940298507,41.0,5.2682926829268295,6.238095238095238,10.5
161,NYJ,Home,NWE,7.0,6.0,-1.0,0.0,0.0,33.0,-33.0,33.0,9.5,0.0,43.0,-1.0,11.0,32.0,34.4,73.0,0.0,4.0,1.0,13.0,3.6,20.0,81.0,4.05,0.0,154.0,53.0,2.9057,79.0,4.0886,6.0,0.35916666666666663,31.0,45.0,68.9,249.0,1.0,1.0,0.0,0.0,80.7,34.0,74.0,2.18,3.0,323.0,1.0,60.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,2019-10-21 08:15:00,0.6408333333333334,1.0,79.0,4.0886075949367084,53.0,2.9056603773584904,2.28125,5.533333333333333
162,ATL,Home,LAR,7.0,7.0,-1.0,0.0,10.0,37.0,-27.0,47.0,3.0,0.0,54.5,-1.0,22.0,33.0,66.7,186.0,1.0,1.0,5.0,38.0,78.6,15.0,38.0,2.53,0.0,224.0,53.0,4.2264,74.0,5.1486,3.0,0.3808333333333333,23.0,38.0,60.5,291.0,2.0,0.0,0.0,0.0,102.0,36.0,90.0,2.5,1.0,381.0,0.0,48.0,24.0,1.0,1.0,1.0,2.0,1.0,0.0,4.0,4.0,4.0,4.0,3.0,0.0,2019-10-20 01:00:00,0.6191666666666666,1.0,74.0,5.148648648648648,53.0,4.226415094339623,5.636363636363637,7.657894736842105
163,CIN,Home,JAX,7.0,7.0,-1.0,0.0,17.0,27.0,-10.0,44.0,4.0,0.0,44.5,-1.0,22.0,43.0,51.2,258.0,1.0,3.0,2.0,18.0,48.4,20.0,33.0,1.65,1.0,291.0,65.0,4.4769,78.0,5.8974,4.0,0.3619444444444444,15.0,32.0,46.9,244.0,1.0,0.0,2.0,11.0,83.3,44.0,216.0,4.91,0.0,460.0,0.0,50.0,130.0,2.0,2.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,4.0,4.0,0.0,2019-10-20 01:00:00,0.6380555555555556,1.0,78.0,5.897435897435898,65.0,4.476923076923077,6.0,7.625
164,ARI,Away,NYG,7.0,7.0,1.0,0.0,27.0,21.0,6.0,48.0,3.5,1.0,49.5,-1.0,14.0,21.0,66.7,89.0,0.0,0.0,2.0,15.0,75.3,38.0,156.0,4.11,3.0,245.0,61.0,4.0164,65.0,4.0462,0.0,0.49972222222222223,22.0,35.0,62.9,156.0,1.0,1.0,8.0,67.0,70.7,22.0,107.0,4.86,1.0,263.0,3.0,85.0,75.0,3.0,3.0,3.0,2.0,2.0,0.0,2.0,3.0,3.0,1.0,0.0,0.0,2019-10-20 01:00:00,0.5002777777777778,0.0,65.0,4.046153846153846,61.0,4.016393442622951,4.238095238095238,4.457142857142857
165,DET,Home,MIN,7.0,6.0,-1.0,0.0,30.0,42.0,-12.0,72.0,2.5,0.0,43.5,1.0,30.0,45.0,66.7,352.0,4.0,1.0,2.0,12.0,110.6,20.0,81.0,4.05,0.0,433.0,67.0,6.4627,71.0,7.0986,1.0,0.4638888888888889,24.0,34.0,70.6,338.0,4.0,0.0,0.0,0.0,141.5,37.0,166.0,4.49,2.0,504.0,0.0,67.0,60.0,4.0,3.0,3.0,1.0,1.0,0.0,6.0,6.0,6.0,1.0,0.0,0.0,2019-10-20 01:00:00,0.5361111111111111,1.0,71.0,7.098591549295775,67.0,6.462686567164179,7.822222222222222,9.941176470588236
166,HOU,Away,IND,7.0,7.0,-1.0,0.0,23.0,30.0,-7.0,53.0,1.5,0.0,46.5,1.0,23.0,34.0,67.6,291.0,1.0,2.0,3.0,17.0,79.4,24.0,100.0,4.17,1.0,391.0,61.0,6.4098,67.0,5.7164,2.0,0.45222222222222225,26.0,40.0,65.0,321.0,4.0,0.0,1.0,5.0,123.0,26.0,62.0,2.38,0.0,383.0,1.0,54.0,45.0,2.0,2.0,2.0,3.0,3.0,0.0,4.0,4.0,4.0,0.0,0.0,1.0,2019-10-20 01:00:00,0.5477777777777777,1.0,67.0,5.7164179104477615,61.0,6.409836065573771,8.558823529411764,8.025
167,MIA,Away,BUF,7.0,6.0,-1.0,0.0,21.0,31.0,-10.0,52.0,17.0,1.0,42.5,1.0,23.0,35.0,65.7,272.0,1.0,1.0,1.0,10.0,86.8,30.0,109.0,3.63,2.0,381.0,66.0,5.7727,51.0,5.9804,2.0,0.5586111111111112,16.0,26.0,61.5,188.0,2.0,0.0,2.0,14.0,109.1,23.0,117.0,5.09,0.0,305.0,0.0,55.0,83.0,3.0,3.0,3.0,0.0,0.0,0.0,3.0,2.0,2.0,3.0,3.0,0.0,2019-10-20 01:00:00,0.44138888888888883,0.0,51.0,5.980392156862745,66.0,5.7727272727272725,7.771428571428571,7.230769230769231
168,NOR,Away,CHI,7.0,7.0,1.0,0.0,36.0,25.0,11.0,61.0,4.0,1.0,37.0,1.0,23.0,38.0,60.5,273.0,2.0,0.0,1.0,8.0,100.0,35.0,151.0,4.31,2.0,424.0,74.0,5.7297,63.0,4.0,0.0,0.6238888888888889,34.0,54.0,63.0,235.0,2.0,0.0,2.0,16.0,85.0,7.0,17.0,2.43,0.0,252.0,2.0,35.0,10.0,4.0,4.0,4.0,4.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,0.0,2019-10-20 04:25:00,0.37611111111111106,0.0,63.0,4.0,74.0,5.72972972972973,7.184210526315789,4.351851851851852
169,PHI,Away,DAL,7.0,7.0,-1.0,0.0,10.0,37.0,-27.0,47.0,3.0,0.0,50.0,-1.0,16.0,26.0,61.5,168.0,1.0,1.0,3.0,23.0,77.1,28.0,115.0,4.11,0.0,283.0,57.0,4.9649,66.0,6.0909,4.0,0.46055555555555555,21.0,27.0,77.8,213.0,1.0,1.0,3.0,26.0,96.5,36.0,189.0,5.25,3.0,402.0,1.0,40.0,65.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,4.0,4.0,3.0,3.0,0.0,2019-10-20 08:20:00,0.5394444444444444,1.0,66.0,6.090909090909091,57.0,4.964912280701754,6.461538461538462,7.888888888888889
170,OAK,Away,GNB,7.0,6.0,-1.0,0.0,24.0,42.0,-18.0,66.0,5.5,0.0,48.0,1.0,24.0,31.0,77.4,329.0,3.0,1.0,0.0,0.0,129.6,31.0,155.0,5.0,0.0,484.0,62.0,7.8065,55.0,8.7455,2.0,0.49333333333333335,25.0,31.0,80.6,421.0,5.0,0.0,1.0,8.0,158.3,23.0,60.0,2.61,1.0,481.0,0.0,97.0,20.0,3.0,3.0,3.0,1.0,1.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,2019-10-20 01:00:00,0.5066666666666666,1.0,55.0,8.745454545454546,62.0,7.806451612903226,10.612903225806452,13.580645161290322
171,BAL,Away,SEA,7.0,7.0,1.0,0.0,30.0,16.0,14.0,46.0,3.0,1.0,49.0,-1.0,9.0,20.0,45.0,141.0,0.0,0.0,1.0,2.0,69.0,35.0,199.0,5.69,1.0,340.0,56.0,6.0714,68.0,5.1029,0.0,0.49833333333333335,20.0,41.0,48.8,241.0,1.0,1.0,1.0,0.0,65.2,26.0,106.0,4.08,0.0,347.0,2.0,75.0,18.0,3.0,3.0,3.0,3.0,3.0,0.0,1.0,1.0,1.0,4.0,3.0,0.0,2019-10-20 04:25:00,0.5016666666666667,0.0,68.0,5.102941176470588,56.0,6.071428571428571,7.05,5.878048780487805
172,LAC,Away,TEN,7.0,7.0,-1.0,0.0,20.0,23.0,-3.0,43.0,3.0,0.0,42.5,1.0,24.0,38.0,63.2,326.0,2.0,0.0,1.0,3.0,108.0,21.0,39.0,1.86,0.0,365.0,60.0,6.0833,61.0,6.6066,1.0,0.4625,24.0,30.0,80.0,306.0,2.0,1.0,2.0,17.0,117.5,29.0,97.0,3.34,1.0,403.0,1.0,29.0,54.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,3.0,2.0,1.0,1.0,0.0,2019-10-20 04:05:00,0.5375,1.0,61.0,6.60655737704918,60.0,6.083333333333333,8.578947368421053,10.2
173,WAS,Home,SFO,7.0,7.0,-1.0,0.0,0.0,9.0,-9.0,9.0,10.0,1.0,39.0,-1.0,9.0,12.0,75.0,50.0,0.0,0.0,3.0,27.0,81.9,26.0,104.0,4.0,0.0,154.0,41.0,3.7561,62.0,4.5645,1.0,0.44333333333333336,12.0,21.0,57.1,146.0,0.0,1.0,2.0,5.0,58.8,39.0,137.0,3.51,0.0,283.0,1.0,47.0,20.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,2019-10-20 01:00:00,0.5566666666666666,0.0,62.0,4.564516129032258,41.0,3.7560975609756095,4.166666666666667,6.9523809523809526
174,DEN,Home,KAN,7.0,7.0,-1.0,0.0,6.0,30.0,-24.0,36.0,3.0,0.0,49.5,-1.0,21.0,34.0,61.8,134.0,0.0,0.0,9.0,79.0,70.0,21.0,71.0,3.38,1.0,205.0,64.0,3.2031,58.0,4.6724,1.0,0.46305555555555555,20.0,30.0,66.7,191.0,2.0,0.0,1.0,2.0,106.4,27.0,80.0,2.96,0.0,271.0,0.0,33.0,46.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,0.0,2019-10-17 08:20:00,0.5369444444444444,1.0,58.0,4.672413793103448,64.0,3.203125,3.9411764705882355,6.366666666666666
175,DET,Away,GNB,6.0,5.0,-1.0,0.0,22.0,23.0,-1.0,45.0,3.5,1.0,47.0,-1.0,18.0,32.0,56.3,243.0,0.0,0.0,3.0,22.0,80.6,20.0,56.0,2.8,1.0,299.0,55.0,5.4364,69.0,6.4783,0.0,0.4488888888888889,24.0,39.0,61.5,277.0,2.0,1.0,1.0,6.0,89.4,29.0,170.0,5.86,0.0,447.0,3.0,50.0,48.0,1.0,1.0,1.0,5.0,5.0,0.0,2.0,2.0,2.0,3.0,3.0,0.0,2019-10-14 08:15:00,0.5511111111111111,0.0,69.0,6.478260869565218,55.0,5.4363636363636365,7.59375,7.102564102564102
176,CIN,Away,BAL,6.0,6.0,-1.0,0.0,17.0,23.0,-6.0,40.0,10.5,1.0,47.0,-1.0,21.0,39.0,53.8,217.0,0.0,1.0,2.0,18.0,59.5,14.0,33.0,2.36,1.0,250.0,55.0,4.5455,77.0,6.4545,1.0,0.3383333333333333,21.0,33.0,63.6,228.0,0.0,0.0,1.0,8.0,83.9,43.0,269.0,6.26,2.0,497.0,1.0,20.0,81.0,2.0,2.0,2.0,1.0,1.0,0.0,2.0,2.0,2.0,3.0,3.0,0.0,2019-10-13 01:00:00,0.6616666666666666,0.0,77.0,6.454545454545454,55.0,4.545454545454546,5.564102564102564,6.909090909090909
177,ARI,Home,ATL,6.0,6.0,1.0,0.0,34.0,33.0,1.0,67.0,3.0,1.0,52.5,1.0,27.0,37.0,73.0,340.0,3.0,0.0,0.0,0.0,128.2,29.0,102.0,3.52,1.0,442.0,66.0,6.697,63.0,7.0476,0.0,0.45361111111111113,30.0,36.0,83.3,341.0,4.0,0.0,2.0,15.0,143.2,25.0,103.0,4.12,0.0,444.0,0.0,57.0,72.0,4.0,4.0,4.0,2.0,2.0,0.0,4.0,4.0,3.0,2.0,2.0,0.0,2019-10-13 04:05:00,0.5463888888888888,0.0,63.0,7.0476190476190474,66.0,6.696969696969697,9.18918918918919,9.472222222222221
178,HOU,Away,KAN,6.0,6.0,1.0,0.0,31.0,24.0,7.0,55.0,3.5,1.0,54.5,1.0,30.0,42.0,71.4,280.0,1.0,2.0,0.0,0.0,77.5,41.0,192.0,4.68,3.0,472.0,83.0,5.6867,47.0,6.5745,3.0,0.6633333333333333,19.0,35.0,54.3,256.0,3.0,1.0,1.0,17.0,94.5,11.0,53.0,4.82,0.0,309.0,2.0,70.0,79.0,4.0,3.0,2.0,2.0,1.0,0.0,3.0,3.0,3.0,2.0,1.0,0.0,2019-10-13 01:00:00,0.33666666666666667,0.0,47.0,6.574468085106383,83.0,5.686746987951807,6.666666666666667,7.314285714285714
179,MIA,Home,WAS,6.0,5.0,-1.0,0.0,16.0,17.0,-1.0,33.0,6.0,1.0,42.0,-1.0,27.0,43.0,62.8,187.0,1.0,2.0,5.0,30.0,60.9,21.0,84.0,4.0,1.0,271.0,69.0,3.9275,58.0,5.3621,2.0,0.5441666666666667,13.0,25.0,52.0,166.0,2.0,0.0,0.0,0.0,99.7,33.0,145.0,4.39,0.0,311.0,0.0,45.0,56.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,2019-10-13 01:00:00,0.4558333333333333,0.0,58.0,5.362068965517241,69.0,3.927536231884058,4.348837209302325,6.64
180,NOR,Away,JAX,6.0,6.0,1.0,0.0,13.0,6.0,7.0,19.0,2.5,1.0,42.5,-1.0,24.0,36.0,66.7,222.0,1.0,0.0,3.0,18.0,92.6,26.0,104.0,4.0,0.0,326.0,65.0,5.0154,55.0,4.1091,0.0,0.5525,14.0,29.0,48.3,151.0,0.0,1.0,2.0,12.0,49.6,24.0,75.0,3.13,0.0,226.0,1.0,35.0,15.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2019-10-13 01:00:00,0.4475,0.0,55.0,4.109090909090909,65.0,5.015384615384615,6.166666666666667,5.206896551724138
181,NYJ,Home,DAL,6.0,5.0,1.0,0.0,24.0,22.0,2.0,46.0,7.0,1.0,43.5,1.0,23.0,32.0,71.9,326.0,2.0,1.0,2.0,12.0,112.2,20.0,56.0,2.8,1.0,382.0,54.0,7.0741,75.0,5.32,1.0,0.4658333333333333,28.0,40.0,70.0,270.0,0.0,0.0,1.0,8.0,88.5,34.0,129.0,3.79,2.0,399.0,0.0,105.0,68.0,3.0,3.0,3.0,1.0,1.0,0.0,2.0,1.0,1.0,4.0,3.0,0.0,2019-10-13 04:25:00,0.5341666666666667,0.0,75.0,5.32,54.0,7.074074074074074,10.1875,6.75
182,TEN,Away,DEN,6.0,6.0,-1.0,0.0,0.0,16.0,-16.0,16.0,1.0,0.0,41.0,-1.0,20.0,34.0,58.8,165.0,0.0,3.0,7.0,42.0,34.6,21.0,39.0,1.86,0.0,204.0,62.0,3.2903,59.0,4.5763,3.0,0.5038888888888889,18.0,28.0,64.3,167.0,0.0,1.0,1.0,10.0,65.6,30.0,103.0,3.43,1.0,270.0,1.0,40.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,3.0,0.0,2019-10-13 04:25:00,0.49611111111111106,1.0,59.0,4.576271186440678,62.0,3.2903225806451615,4.852941176470588,5.964285714285714
183,PHI,Away,MIN,6.0,6.0,-1.0,0.0,20.0,38.0,-18.0,58.0,3.5,0.0,44.0,1.0,26.0,41.0,63.4,292.0,2.0,2.0,2.0,14.0,80.5,22.0,108.0,4.91,0.0,400.0,65.0,6.1538,65.0,6.8769,3.0,0.46555555555555556,22.0,29.0,75.9,325.0,4.0,1.0,1.0,8.0,137.2,35.0,122.0,3.49,1.0,447.0,2.0,49.0,30.0,2.0,2.0,2.0,2.0,2.0,0.0,5.0,5.0,5.0,1.0,1.0,0.0,2019-10-13 01:00:00,0.5344444444444445,1.0,65.0,6.876923076923077,65.0,6.153846153846154,7.121951219512195,11.206896551724139
184,PIT,Away,LAC,6.0,6.0,1.0,0.0,24.0,17.0,7.0,41.0,6.0,1.0,42.5,-1.0,15.0,20.0,75.0,132.0,1.0,1.0,0.0,0.0,87.9,36.0,124.0,3.44,1.0,256.0,56.0,4.5714,59.0,5.8983,1.0,0.5680555555555555,26.0,44.0,59.1,316.0,2.0,2.0,1.0,4.0,77.5,14.0,32.0,2.29,0.0,348.0,3.0,45.0,74.0,3.0,3.0,3.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,2019-10-13 08:20:00,0.43194444444444446,0.0,59.0,5.898305084745763,56.0,4.571428571428571,6.6,7.181818181818182
185,SEA,Away,CLE,6.0,6.0,1.0,0.0,32.0,28.0,4.0,60.0,1.0,1.0,45.5,1.0,23.0,33.0,69.7,284.0,2.0,0.0,3.0,11.0,116.2,38.0,170.0,4.47,2.0,454.0,74.0,6.1351,61.0,6.6557,1.0,0.5613888888888889,22.0,37.0,59.5,249.0,1.0,3.0,0.0,0.0,54.9,24.0,157.0,6.54,3.0,406.0,4.0,65.0,83.0,4.0,3.0,2.0,2.0,2.0,0.0,4.0,3.0,2.0,0.0,0.0,0.0,2019-10-13 01:00:00,0.43861111111111106,0.0,61.0,6.655737704918033,74.0,6.135135135135135,8.606060606060606,6.72972972972973
186,SFO,Away,LAR,6.0,5.0,1.0,0.0,20.0,7.0,13.0,27.0,3.0,1.0,49.5,-1.0,24.0,33.0,72.7,232.0,0.0,1.0,2.0,11.0,79.4,41.0,99.0,2.41,2.0,331.0,76.0,4.3553,50.0,3.14,2.0,0.6477777777777778,13.0,24.0,54.2,48.0,0.0,0.0,4.0,30.0,59.7,22.0,109.0,4.95,1.0,157.0,1.0,30.0,59.0,2.0,2.0,2.0,3.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2019-10-13 04:05:00,0.3522222222222222,0.0,50.0,3.14,76.0,4.355263157894737,7.03030303030303,2.0
187,TAM,Home,CAR,6.0,6.0,-1.0,0.0,26.0,37.0,-11.0,63.0,2.0,0.0,48.5,1.0,30.0,54.0,55.6,365.0,1.0,5.0,7.0,35.0,44.1,14.0,42.0,3.0,2.0,407.0,75.0,5.4267,63.0,4.254,7.0,0.48055555555555557,20.0,32.0,62.5,209.0,2.0,0.0,2.0,18.0,102.2,29.0,59.0,2.03,2.0,268.0,1.0,70.0,30.0,3.0,1.0,1.0,1.0,1.0,0.0,4.0,4.0,4.0,5.0,3.0,0.0,2019-10-13 09:30:00,0.5194444444444444,1.0,63.0,4.253968253968254,75.0,5.426666666666667,6.7592592592592595,6.53125
