,Unnamed: 0,Unnamed: 0.1,team,opponent,week,home,away,points_for,points_against,over_under,yards_per_play_offense,yards_allowed_per_defensive_play,total_yards,total_yards_allowed,turnovers_lost,sacks,times_sacked,win?,loss?,covered_spread?,opponent_covered_spread?,game_id,total_wins,total_losses,spread,opponent_spread,favorite,underdog,rushing_attempts,rushing_yards,rushing_yards_per_attempt,time_of_possession,penalty_yards,passing_yards_per_attempt,FGA,FGM
443,453,443,SEAHAWKS,PANTHERS,15,0,1,30,24,48.5,6.793650793650791,5.75,428,414,1,1,2,1,0,1,0,46,11,3,-6.0,6.0,1,0,34.0,154.0,4.53,0.5216666666666667,40.0,10.148148148148149,1.0,1.0
444,454,444,49ERS,FALCONS,15,1,0,22,29,50.0,5.04838709677419,4.754098360655741,313,290,2,2,1,0,1,0,1,44,11,3,-10.5,10.5,1,0,27.0,120.0,4.44,0.5133333333333333,67.0,5.6764705882352935,3.0,3.0
445,455,445,BUCCANEERS,LIONS,15,0,1,38,17,46.0,6.780821917808219,4.682539682539679,495,295,1,2,2,1,0,1,0,52,7,7,-5.5,5.5,1,0,29.0,49.0,1.69,0.5552777777777778,70.0,10.619047619047619,2.0,1.0
446,456,446,TITANS,TEXANS,15,1,0,21,24,50.0,6.44776119402985,5.93650793650794,432,374,1,1,2,0,1,0,1,53,8,6,-3.0,3.0,1,0,28.0,163.0,5.82,0.4777777777777778,30.0,7.27027027027027,1.0,0.0
447,457,447,REDSKINS,EAGLES,15,1,0,27,37,38.0,6.902,5.6849,352,415,1,2,1,0,1,0,1,57,3,11,6.5,-6.5,0,1,22.0,101.0,4.59,0.3841666666666667,60.0,8.964285714285714,2.0,2.0
448,458,448,CARDINALS,SEAHAWKS,16,0,1,27,13,51.0,5.971,4.0,412,224,0,5,2,1,0,1,0,31,5,9,8.0,-8.0,0,1,40.0,253.0,6.33,0.5813888888888888,47.0,5.888888888888888,3.0,2.0
449,459,449,FALCONS,JAGUARS,16,1,0,24,12,48.0,7.0958904109589005,4.881355932203388,518,288,2,3,1,1,0,1,0,33,6,9,-7.5,7.5,1,0,27.0,135.0,5.0,0.5519444444444443,64.0,8.511111111111111,2.0,1.0
450,460,450,RAVENS,BROWNS,16,0,1,31,15,48.5,6.774647887323941,4.547169811320759,481,241,1,1,0,1,0,1,0,30,13,2,-10.5,10.5,1,0,40.0,243.0,6.08,0.5719444444444444,50.0,7.67741935483871,1.0,1.0
451,461,451,BILLS,PATRIOTS,16,0,1,17,24,38.5,5.0566,6.0882,268,414,0,0,4,0,1,0,1,40,10,5,7.0,-7.0,0,1,23.0,92.0,4.0,0.3522222222222222,46.0,6.769230769230768,1.0,1.0
452,462,452,PANTHERS,COLTS,16,0,1,6,38,46.0,4.0282,5.2258,286,324,3,3,5,0,1,0,1,28,5,10,7.0,-7.0,0,1,21.0,87.0,4.14,0.5391666666666667,46.0,4.422222222222223,2.0,2.0
453,463,453,BEARS,CHIEFS,16,1,0,3,26,45.5,3.9661,5.5556,234,350,0,1,3,0,1,0,1,29,7,8,7.0,-7.0,0,1,22.0,101.0,4.59,0.44333333333333336,50.0,3.9117647058823533,1.0,1.0
454,464,454,BENGALS,DOLPHINS,16,0,1,35,38,46.0,5.05882352941176,5.7045454545454515,430,502,1,2,4,0,1,0,1,34,1,14,-1.5,1.5,1,0,25.0,59.0,2.36,0.3933333333333333,77.0,6.625,2.0,2.0
455,465,455,BROWNS,RAVENS,16,1,0,15,31,48.5,4.5472,6.7746,241,481,1,0,1,0,1,0,1,30,6,9,10.5,-10.5,0,1,19.0,57.0,3.0,0.4280555555555556,62.0,5.575757575757576,1.0,1.0
456,466,456,COWBOYS,EAGLES,16,0,1,9,17,47.0,5.01612903225807,6.07042253521127,311,431,1,1,2,0,1,0,1,37,7,8,-2.5,2.5,1,0,16.0,54.0,3.38,0.3966666666666667,20.0,5.840909090909091,3.0,3.0
457,467,457,BRONCOS,LIONS,16,1,0,27,17,40.0,5.1940298507462686,3.89795918367347,348,191,0,4,0,1,0,1,0,32,6,9,-8.0,8.0,1,0,33.0,150.0,4.55,0.6022222222222222,50.0,5.8235294117647065,2.0,2.0
458,468,458,LIONS,BRONCOS,16,0,1,17,27,40.0,3.898,5.194,191,348,0,0,4,0,1,0,1,32,3,11,8.0,-8.0,0,1,21.0,96.0,4.57,0.3977777777777778,68.0,3.9583333333333335,1.0,1.0
459,469,459,PACKERS,VIKINGS,16,0,1,23,10,47.0,5.1067,2.6226,383,139,3,5,3,1,0,1,0,27,12,3,4.0,-4.0,0,1,32.0,184.0,5.75,0.6255555555555555,20.0,4.975,3.0,3.0
460,470,460,TEXANS,BUCCANEERS,16,0,1,23,20,50.0,3.63492063492063,6.04166666666667,229,435,2,3,5,1,0,1,0,42,10,5,-3.0,3.0,1,0,26.0,68.0,2.62,0.4922222222222222,35.0,5.03125,3.0,3.0
461,471,461,COLTS,PANTHERS,16,1,0,38,6,46.0,5.2258064516129,4.02816901408451,324,286,0,5,3,1,0,1,0,28,7,8,-7.0,7.0,1,0,32.0,218.0,6.81,0.4608333333333333,0.0,3.9259259259259265,1.0,1.0
462,472,462,JAGUARS,FALCONS,16,0,1,12,24,48.0,4.8814,7.0959,288,518,1,1,3,0,1,0,1,33,5,10,7.5,-7.5,0,1,24.0,115.0,4.79,0.4480555555555556,36.0,5.40625,2.0,2.0
463,473,463,CHIEFS,BEARS,16,0,1,26,3,45.5,5.55555555555555,3.96610169491525,350,234,0,3,1,1,0,1,0,29,11,4,-7.0,7.0,1,0,29.0,106.0,3.66,0.5566666666666666,71.0,7.393939393939394,2.0,2.0
464,474,464,CHARGERS,RAIDERS,16,1,0,17,24,45.0,5.07142857142857,5.90322580645161,284,366,0,3,1,0,1,0,1,38,5,10,-7.5,7.5,1,0,16.0,19.0,1.19,0.4433333333333333,15.0,6.794871794871796,1.0,1.0
465,475,465,RAMS,49ERS,16,0,1,31,34,45.5,5.6429,5.9643,395,334,1,6,0,0,1,1,0,41,8,7,7.0,-7.0,0,1,24.0,72.0,3.0,0.5391666666666667,43.0,7.021739130434782,2.0,1.0
466,476,466,DOLPHINS,BENGALS,16,1,0,38,35,46.0,5.7045,5.0588,502,430,1,4,2,1,0,1,0,34,4,11,1.5,-1.5,0,1,34.0,96.0,2.82,0.6066666666666667,47.0,7.8076923076923075,2.0,1.0
467,477,467,VIKINGS,PACKERS,16,1,0,10,23,47.0,2.62264150943396,5.10666666666667,139,383,1,3,5,0,1,0,1,27,10,5,-4.0,4.0,1,0,16.0,57.0,3.56,0.3744444444444445,30.0,2.5625,1.0,1.0
468,478,468,SAINTS,TITANS,16,0,1,38,28,49.0,5.71212121212121,6.8448275862069,377,397,0,5,3,1,0,1,0,36,12,3,-3.5,3.5,1,0,23.0,102.0,4.43,0.5177777777777778,70.0,6.875,1.0,1.0
469,479,469,PATRIOTS,BILLS,16,1,0,24,17,38.5,6.088235294117651,5.05660377358491,414,268,1,4,0,1,0,1,0,40,12,3,-7.0,7.0,1,0,35.0,143.0,4.09,0.6477777777777778,30.0,8.212121212121213,3.0,3.0
470,480,470,GIANTS,REDSKINS,16,0,1,41,35,42.0,8.0,5.38805970149254,552,361,0,3,1,1,0,1,0,39,4,11,-1.0,1.0,1,0,26.0,206.0,7.92,0.43666666666666665,33.0,8.238095238095237,1.0,0.0
471,481,471,JETS,STEELERS,16,1,0,16,10,36.5,4.3167,3.9394,259,260,1,4,2,1,0,1,0,35,6,9,3.5,-3.5,0,1,32.0,85.0,2.66,0.4744444444444445,30.0,6.6923076923076925,3.0,3.0
472,482,472,RAIDERS,CHARGERS,16,0,1,24,17,45.0,5.9032,5.0714,366,284,0,1,3,1,0,1,0,38,7,8,7.5,-7.5,0,1,29.0,99.0,3.41,0.5566666666666668,47.0,8.9,1.0,1.0
473,483,473,EAGLES,COWBOYS,16,1,0,17,9,47.0,6.0704,5.0161,431,311,0,2,1,1,0,1,0,37,8,7,2.5,-2.5,0,1,30.0,118.0,3.93,0.6033333333333333,30.0,7.825,3.0,1.0
474,484,474,STEELERS,JETS,16,0,1,10,16,36.5,3.93939393939394,4.31666666666667,260,259,2,2,4,0,1,0,1,35,8,7,-3.5,3.5,1,0,25.0,75.0,3.0,0.5255555555555556,34.0,5.0,1.0,1.0
475,485,475,SEAHAWKS,CARDINALS,16,1,0,13,27,51.0,4.0,5.97101449275362,224,412,1,2,5,0,1,0,1,31,11,4,-8.0,8.0,1,0,20.0,91.0,4.55,0.4186111111111112,55.0,4.290322580645161,2.0,2.0
476,486,476,49ERS,RAMS,16,1,0,34,31,45.5,5.96428571428571,5.642857142857139,334,395,2,0,6,1,0,0,1,41,12,3,-7.0,7.0,1,0,23.0,119.0,5.17,0.4608333333333333,26.0,7.962962962962963,2.0,2.0
477,487,477,BUCCANEERS,TEXANS,16,1,0,20,23,50.0,6.0417,3.6349,435,229,5,5,3,0,1,0,1,42,7,8,3.0,-3.0,0,1,21.0,106.0,5.05,0.5077777777777778,45.0,6.854166666666668,3.0,2.0
478,488,478,TITANS,SAINTS,16,1,0,28,38,49.0,6.8448,5.7121,397,377,1,3,5,0,1,0,1,36,8,7,3.5,-3.5,0,1,26.0,149.0,5.73,0.4822222222222222,56.0,9.185185185185183,0.0,0.0
479,489,479,REDSKINS,GIANTS,16,1,0,35,41,42.0,5.3881,8.0,361,552,0,1,3,0,1,0,1,39,3,12,1.0,-1.0,0,1,26.0,80.0,3.08,0.5633333333333334,51.0,7.394736842105262,0.0,0.0
480,490,480,CARDINALS,RAMS,17,0,1,24,31,46.0,6.4426,5.3671,393,424,5,1,1,0,1,0,1,15,5,10,7.0,-7.0,0,1,17.0,71.0,4.18,0.3838888888888889,63.0,7.488372093023256,1.0,1.0
481,491,481,FALCONS,BUCCANEERS,17,0,1,28,22,48.0,4.2874,7.1522,373,329,1,1,6,1,0,1,0,11,7,9,-1.0,1.0,1,0,30.0,87.0,2.9,0.6061111111111109,53.0,5.6078431372549025,5.0,5.0
482,492,482,RAVENS,STEELERS,17,1,0,28,10,35.0,4.4706,3.36,304,168,2,2,3,1,0,1,0,23,14,2,1.0,-1.0,0,1,44.0,223.0,5.07,0.6575,35.0,3.8571428571428568,4.0,4.0
483,493,483,BILLS,JETS,17,1,0,6,13,37.0,5.0656,4.1692,309,271,3,2,1,0,1,0,1,12,10,6,1.0,-1.0,0,1,20.0,73.0,3.65,0.4775,40.0,5.9,2.0,2.0
484,494,484,PANTHERS,SAINTS,17,1,0,10,42,45.0,4.7681,5.6567,329,379,3,1,2,0,1,0,1,13,5,11,13.5,-13.5,0,1,18.0,41.0,2.28,0.4055555555555556,54.0,5.8775510204081645,1.0,1.0
485,495,485,BEARS,VIKINGS,17,0,1,21,19,36.5,4.4933333333333305,6.38297872340426,337,300,1,0,4,1,0,0,1,20,8,8,-3.0,3.0,1,0,34.0,158.0,4.65,0.6277777777777778,34.0,4.837837837837838,4.0,4.0
486,496,486,BENGALS,BROWNS,17,1,0,33,23,44.0,5.3088,5.9057,361,313,1,6,1,1,0,1,0,14,2,14,2.0,-2.0,0,1,39.0,179.0,4.59,0.5780555555555555,20.0,6.5,2.0,2.0
487,497,487,BROWNS,BENGALS,17,0,1,23,33,44.0,5.90566037735849,5.30882352941176,313,361,3,1,6,0,1,0,1,14,6,10,-2.0,2.0,1,0,20.0,74.0,3.7,0.4219444444444445,33.0,8.851851851851851,1.0,1.0
488,498,488,COWBOYS,REDSKINS,17,1,0,47,16,47.5,7.18055555555555,4.59322033898305,517,271,1,2,3,1,0,1,0,26,8,8,-13.5,13.5,1,0,36.0,223.0,6.19,0.5708333333333333,81.0,8.909090909090908,4.0,4.0
489,499,489,BRONCOS,RAIDERS,17,1,0,16,15,41.5,4.17543859649123,6.81428571428571,238,477,1,2,2,1,0,0,1,22,7,9,-4.0,4.0,1,0,27.0,70.0,2.59,0.45,61.0,6.0,4.0,3.0
490,500,490,LIONS,PACKERS,17,1,0,20,23,44.0,5.4464,5.0233,305,432,1,1,1,0,1,1,0,16,3,12,12.5,-12.5,0,1,25.0,171.0,6.84,0.4177777777777778,50.0,4.466666666666667,2.0,2.0
491,501,491,PACKERS,LIONS,17,0,1,23,20,44.0,5.02325581395349,5.446428571428571,432,305,1,1,1,1,0,0,1,16,13,3,-12.5,12.5,1,0,30.0,120.0,4.0,0.5822222222222222,97.0,5.672727272727273,4.0,3.0
492,502,492,TEXANS,TITANS,17,1,0,14,35,43.0,4.6308,7.7833,301,467,1,0,4,0,1,0,1,17,10,6,10.0,-10.0,0,1,25.0,109.0,4.36,0.5275000000000001,35.0,5.333333333333333,0.0,0.0
493,503,493,COLTS,JAGUARS,17,0,1,20,38,41.5,5.0,5.3484848484848495,275,353,2,3,3,0,1,0,1,18,7,9,-6.5,6.5,1,0,27.0,132.0,4.89,0.43527777777777776,36.0,5.72,2.0,2.0
494,504,494,JAGUARS,COLTS,17,1,0,38,20,41.5,5.3485,5.0,353,275,1,3,3,1,0,1,0,18,6,10,6.5,-6.5,0,1,24.0,67.0,2.79,0.5647222222222222,27.0,7.333333333333332,3.0,3.0
495,505,495,CHIEFS,CHARGERS,17,1,0,31,21,46.0,7.0,4.94594594594595,336,366,1,3,0,1,0,1,0,24,12,4,-9.5,9.5,1,0,23.0,162.0,7.04,0.39888888888888896,39.0,6.96,1.0,1.0
496,506,496,CHARGERS,CHIEFS,17,0,1,21,31,46.0,4.9459,7.0,366,336,2,0,3,0,1,0,1,24,5,11,9.5,-9.5,0,1,25.0,108.0,4.32,0.6011111111111109,40.0,5.608695652173912,0.0,0.0
497,507,497,RAMS,CARDINALS,17,1,0,31,24,46.0,5.36708860759494,6.44262295081967,424,393,0,1,1,1,0,1,0,15,9,7,-7.0,7.0,1,0,33.0,113.0,3.42,0.6161111111111109,91.0,6.911111111111111,2.0,1.0
498,508,498,DOLPHINS,PATRIOTS,17,0,1,27,24,46.0,5.7206,6.1754,389,352,0,1,2,1,0,1,0,19,5,11,17.0,-17.0,0,1,22.0,63.0,2.86,0.5641666666666667,35.0,7.409090909090909,2.0,2.0
499,509,499,VIKINGS,BEARS,17,1,0,19,21,36.5,6.382999999999999,4.4933,300,337,3,4,0,0,1,1,0,20,10,6,3.0,-3.0,0,1,26.0,174.0,6.69,0.3722222222222222,40.0,6.0,4.0,4.0
500,510,500,SAINTS,PANTHERS,17,0,1,42,10,45.0,5.6567164179104505,4.768115942028991,379,329,0,2,1,1,0,1,0,13,13,3,-13.5,13.5,1,0,35.0,115.0,3.29,0.5944444444444444,44.0,8.516129032258064,0.0,0.0
501,511,501,PATRIOTS,DOLPHINS,17,1,0,24,27,46.0,6.17543859649123,5.72058823529412,352,389,2,2,1,0,1,0,1,19,12,4,-17.0,17.0,1,0,27.0,135.0,5.0,0.4358333333333333,54.0,7.482758620689656,1.0,1.0
502,512,502,GIANTS,EAGLES,17,1,0,17,34,44.0,5.5139,5.5556,397,400,2,1,4,0,1,0,1,21,4,12,3.5,-3.5,0,1,21.0,122.0,5.81,0.4763888888888889,48.0,5.851063829787233,1.0,1.0
503,513,503,JETS,BILLS,17,0,1,13,6,37.0,4.1692307692307695,5.0655737704918,271,309,1,1,2,1,0,1,0,12,7,9,-1.0,1.0,1,0,27.0,86.0,3.19,0.5225,13.0,5.138888888888889,4.0,2.0
504,514,504,RAIDERS,BRONCOS,17,0,1,15,16,41.5,6.8143,4.1754,477,238,1,2,2,0,1,1,0,22,7,9,4.0,-4.0,0,1,22.0,97.0,4.41,0.55,107.0,8.26086956521739,4.0,3.0
505,515,505,EAGLES,GIANTS,17,0,1,34,17,44.0,5.55555555555555,5.513888888888888,400,397,0,4,1,1,0,1,0,21,9,7,-3.5,3.5,1,0,31.0,121.0,3.9,0.523611111111111,55.0,6.975,2.0,2.0
506,516,506,STEELERS,RAVENS,17,0,1,10,28,35.0,3.36,4.47058823529412,168,304,2,3,2,0,1,0,1,23,8,8,-1.0,1.0,1,0,23.0,91.0,3.96,0.3425,47.0,3.08,1.0,1.0
507,517,507,SEAHAWKS,49ERS,17,1,0,21,26,47.0,4.9014,8.2917,348,398,0,2,1,0,1,0,1,25,11,5,3.5,-3.5,0,1,30.0,125.0,4.17,0.5488888888888889,29.0,5.575,0.0,0.0
508,518,508,49ERS,SEAHAWKS,17,0,1,26,21,47.0,8.29166666666667,4.90140845070423,398,348,0,1,2,1,0,1,0,25,13,3,-3.5,3.5,1,0,24.0,128.0,5.33,0.4511111111111111,57.0,12.272727272727273,2.0,2.0
509,519,509,BUCCANEERS,FALCONS,17,1,0,22,28,48.0,7.15217391304348,4.28735632183908,329,373,3,6,1,0,1,0,1,11,7,9,1.0,-1.0,0,1,21.0,136.0,6.48,0.39388888888888896,97.0,8.041666666666666,3.0,0.0
510,520,510,TITANS,TEXANS,17,0,1,35,14,43.0,7.78333333333333,4.63076923076923,467,301,0,4,0,1,0,1,0,17,9,7,-10.0,10.0,1,0,39.0,245.0,6.28,0.4724999999999999,37.0,10.571428571428571,0.0,0.0
511,521,511,REDSKINS,COWBOYS,17,0,1,16,47,47.5,4.5932,7.1806,271,517,2,3,2,0,1,0,1,26,3,13,13.5,-13.5,0,1,20.0,88.0,4.4,0.4291666666666667,10.0,4.9459459459459465,3.0,3.0
512,522,512,BILLS,TEXANS,18,0,1,19,22,43.0,5.2469,5.5385,425,360,1,7,3,0,1,0,1,9,10,7,2.5,-2.5,0,1,30.0,172.0,5.73,0.5875,64.0,5.270833333333333,4.0,4.0
513,523,513,TEXANS,BILLS,18,1,0,22,19,43.0,5.53846153846154,5.24691358024691,360,425,1,3,7,1,0,1,0,9,11,6,-2.5,2.5,1,0,33.0,141.0,4.27,0.4125,20.0,8.76,2.0,2.0
514,524,514,VIKINGS,SAINTS,18,0,1,26,20,50.0,4.8919,6.0,362,324,1,3,3,1,0,1,0,7,11,6,7.5,-7.5,0,1,40.0,136.0,3.4,0.6155555555555555,26.0,7.290322580645161,2.0,2.0
515,525,515,SAINTS,VIKINGS,18,1,0,20,26,50.0,6.0,4.8918918918918886,324,362,2,3,3,0,1,0,1,7,13,4,-7.5,7.5,1,0,17.0,97.0,5.71,0.3844444444444445,52.0,6.6764705882352935,3.0,2.0
516,526,516,PATRIOTS,TITANS,18,1,0,13,20,45.0,5.20338983050848,4.7719298245614015,307,272,2,1,0,0,1,0,1,10,12,5,-4.5,4.5,1,0,22.0,98.0,4.45,0.4808333333333333,28.0,5.648648648648647,2.0,2.0
517,527,517,EAGLES,SEAHAWKS,18,1,0,9,17,44.0,4.62295081967213,6.70175438596491,282,382,0,1,7,0,1,0,1,8,9,8,2.0,-2.0,0,1,26.0,120.0,4.62,0.5541666666666667,45.0,5.7857142857142865,3.0,3.0
518,529,518,SEAHAWKS,EAGLES,18,0,1,17,9,44.0,6.7018,4.623,382,282,0,7,1,1,0,1,0,8,12,5,-2.0,2.0,1,0,26.0,64.0,2.46,0.44583333333333336,114.0,10.6,2.0,1.0
519,531,519,TITANS,PATRIOTS,18,0,1,20,13,45.0,4.7719,5.2034,272,307,1,0,1,1,0,1,0,10,10,7,4.5,-4.5,0,1,40.0,201.0,5.03,0.5191666666666667,25.0,4.4375,0.0,0.0
520,532,520,RAVENS,TITANS,19,1,0,12,28,47.5,5.76086956521739,5.660377358490571,530,300,3,1,4,0,1,0,1,6,14,3,-10.0,10.0,1,0,29.0,185.0,6.38,0.5349999999999999,56.0,5.8474576271186445,2.0,2.0
521,533,521,PACKERS,SEAHAWKS,19,1,0,28,23,46.0,5.830508474576268,6.25,344,375,0,5,2,1,0,1,0,4,14,3,-4.5,4.5,1,0,30.0,109.0,3.63,0.4913888888888889,30.0,8.703703703703704,0.0,0.0
522,534,522,TEXANS,CHIEFS,19,0,1,31,51,50.5,5.6667,7.614,442,434,1,1,5,0,1,0,1,3,11,7,3.5,-3.5,0,1,21.0,94.0,4.48,0.5763888888888888,87.0,6.6923076923076925,2.0,1.0
523,536,523,CHIEFS,TEXANS,19,1,0,51,31,50.5,7.6140350877193,5.66666666666667,434,442,1,5,1,1,0,1,0,3,13,4,-10.0,10.0,1,0,21.0,118.0,5.62,0.4236111111111112,37.0,9.028571428571428,1.0,1.0
524,538,524,VIKINGS,49ERS,19,0,1,10,27,44.5,3.2667,4.5294,147,308,2,2,6,0,1,0,1,5,11,7,7.0,-7.0,0,1,10.0,21.0,2.1,0.35916666666666663,15.0,4.344827586206897,1.0,1.0
525,539,525,SEAHAWKS,PACKERS,19,0,1,23,28,46.0,6.25,5.8305,375,344,0,2,5,0,1,0,1,4,12,6,4.5,-4.5,0,1,24.0,110.0,4.58,0.5086111111111111,47.0,8.548387096774192,2.0,1.0
526,540,526,49ERS,VIKINGS,19,1,0,27,10,44.5,4.52941176470588,3.2666666666666697,308,147,2,6,2,1,0,1,0,5,14,3,-7.0,7.0,1,0,47.0,186.0,3.96,0.6408333333333334,38.0,6.421052631578947,2.0,2.0
527,541,527,TITANS,RAVENS,19,0,1,28,12,47.5,5.6604,5.7609,300,530,0,4,1,1,0,1,0,6,11,7,10.0,-10.0,0,1,37.0,217.0,5.86,0.465,20.0,5.533333333333332,0.0,0.0
528,542,528,PACKERS,49ERS,20,0,1,20,37,46.5,6.1724,6.9412,358,354,3,1,3,0,1,0,1,1,14,4,3.0,-3.0,0,1,16.0,62.0,3.88,0.5202777777777778,46.0,7.589743589743589,0.0,0.0
529,544,529,CHIEFS,TITANS,20,1,0,35,24,51.0,6.3125,5.08620689655172,404,295,0,3,2,1,0,1,0,2,14,4,-7.0,7.0,1,0,27.0,112.0,4.15,0.4972222222222222,61.0,8.342857142857143,0.0,0.0
530,545,530,49ERS,PACKERS,20,1,0,37,20,46.5,6.941176470588241,6.17241379310345,354,358,0,3,1,1,0,1,0,1,15,3,-8.0,8.0,1,0,42.0,285.0,6.79,0.4797222222222222,10.0,8.625,3.0,3.0
531,547,531,TITANS,CHIEFS,20,0,1,24,35,51.0,5.0862,6.3125,295,404,0,2,3,0,1,0,1,2,11,8,7.0,-7.0,0,1,23.0,85.0,3.7,0.5027777777777778,85.0,6.5625,1.0,1.0
532,548,532,CHIEFS,49ERS,21,1,0,31,20,52.5,5.29333333333333,6.5,397,351,2,1,4,1,0,1,0,0,15,4,-1.0,1.0,1,0,29.0,129.0,4.45,0.5536111111111109,24.0,6.3809523809523805,1.0,1.0
533,549,533,49ERS,CHIEFS,21,0,1,20,31,52.5,6.5,5.2933,351,397,2,4,1,0,1,0,1,0,15,4,1.0,-1.0,0,1,22.0,141.0,6.41,0.4463888888888889,45.0,6.774193548387097,2.0,2.0
